Entity,Continent,Hemisphere,Year,Average monthly precipitation,ghgEmissions,temperature_anomaly,Annual CO2 emissions (per capita),Location,pop
Latvia,Europa,Northern Hemisphere,1976,4.408214297,,-0.205,5.8416,Northern,
Latvia,Europa,Northern Hemisphere,1977,5.907214274,,0.118333333,6.0161,Northern,
Latvia,Europa,Northern Hemisphere,1978,6.688904721,,0.02,6.2004,Northern,
Latvia,Europa,Northern Hemisphere,1979,5.184428569,,0.084166667,6.2301,Northern,
Latvia,Europa,Northern Hemisphere,1980,6.260261903,,0.1675,6.4522,Northern,2513700
Latvia,Europa,Northern Hemisphere,1981,6.804190472,,0.37,6.308,Northern,
Latvia,Europa,Northern Hemisphere,1982,4.552333307,,0.054166667,6.4042,Northern,
Latvia,Europa,Northern Hemisphere,1983,5.696714265,,0.246666667,6.4712,Northern,
Latvia,Europa,Northern Hemisphere,1984,5.280785683,,0.038333333,6.4976,Northern,
Latvia,Europa,Northern Hemisphere,1985,5.884357139,,-0.003333333,6.9629,Northern,2513180
Latvia,Europa,Northern Hemisphere,1986,6.103619058,,0.133333333,6.927,Northern,
Latvia,Europa,Northern Hemisphere,1987,5.486547606,,0.246666667,6.8376,Northern,
Latvia,Europa,Northern Hemisphere,1988,5.875999982,,0.370833333,6.9616,Northern,
Latvia,Europa,Northern Hemisphere,1989,5.727190481,,0.2675,6.7733,Northern,
Latvia,Europa,Northern Hemisphere,1990,6.905928625,25490000,0.528333333,7.3201,Northern,2663410
Latvia,Europa,Northern Hemisphere,1991,5.549523817,23750000,0.409166667,6.7127,Northern,
Latvia,Europa,Northern Hemisphere,1992,5.198999963,20970000,0.133333333,5.3735,Northern,
Latvia,Europa,Northern Hemisphere,1993,5.61733333,17780000,0.189166667,4.5762,Northern,
Latvia,Europa,Northern Hemisphere,1994,5.914499991,14800000,0.371666667,4.0481,Northern,
Latvia,Europa,Northern Hemisphere,1995,5.389738097,13070000,0.5775,3.6238,Northern,2492200
Latvia,Europa,Northern Hemisphere,1996,4.663976192,13060000,0.264166667,3.6994,Northern,
Latvia,Europa,Northern Hemisphere,1997,5.904904761,12470000,0.5175,3.5242,Northern,
Latvia,Europa,Northern Hemisphere,1998,6.057452365,12000000,0.705,3.4069,Northern,
Latvia,Europa,Northern Hemisphere,1999,5.597976167,11290000,0.478333333,3.1959,Northern,
Latvia,Europa,Northern Hemisphere,2000,5.486999961,10450000,0.496666667,2.9632,Northern,2384970
Latvia,Europa,Northern Hemisphere,2001,6.571071434,10970000,0.638333333,3.1689,Northern,
Latvia,Europa,Northern Hemisphere,2002,4.8987857,11020000,0.7125,3.2165,Northern,
Latvia,Europa,Northern Hemisphere,2003,5.155785724,11200000,0.746666667,3.3491,Northern,
Latvia,Europa,Northern Hemisphere,2004,5.587428597,11270000,0.659166667,3.391,Northern,
Latvia,Europa,Northern Hemisphere,2005,5.129904802,11430000,0.854166667,3.4666,Northern,2305530
Latvia,Europa,Northern Hemisphere,2006,4.199690478,11910000,0.815833333,3.7328,Northern,
Latvia,Europa,Northern Hemisphere,2007,5.234857082,12400000,0.851666667,3.927,Northern,
Latvia,Europa,Northern Hemisphere,2008,5.223809494,11980000,0.6825,3.7733,Northern,
Latvia,Europa,Northern Hemisphere,2009,6.050785719,11240000,0.725833333,3.4744,Northern,
Latvia,Europa,Northern Hemisphere,2010,6.793238068,12410000,0.899166667,4.0347,Northern,2252060
Latvia,Europa,Northern Hemisphere,2011,5.413309533,11710000,0.741666667,3.7282,Northern,
Latvia,Europa,Northern Hemisphere,2012,6.630309541,11550000,0.814166667,3.6323,Northern,
Latvia,Europa,Northern Hemisphere,2013,4.909761974,11480000,0.800833333,3.6099,Northern,
Latvia,Europa,Northern Hemisphere,2014,5.640071419,11410000,0.919166667,3.5536,Northern,
Lithuania,Europa,Northern Hemisphere,1970,5.526710548,,-0.038333333,6.5331,Northern,3136680
Lithuania,Europa,Northern Hemisphere,1971,4.347083343,,-0.153333333,6.8687,Northern,
Lithuania,Europa,Northern Hemisphere,1972,5.798596483,,-0.173333333,7.1605,Northern,
Lithuania,Europa,Northern Hemisphere,1973,5.259451753,,0.096666667,7.3964,Northern,
Lithuania,Europa,Northern Hemisphere,1974,6.282565782,,-0.176666667,7.6132,Northern,
Lithuania,Europa,Northern Hemisphere,1975,4.22925439,,-0.053333333,7.94,Northern,3298500
Lithuania,Europa,Northern Hemisphere,1976,4.199166656,,-0.205,8.1842,Northern,
Lithuania,Europa,Northern Hemisphere,1977,5.730745617,,0.118333333,8.4038,Northern,
Lithuania,Europa,Northern Hemisphere,1978,6.134473725,,0.02,8.6314,Northern,
Lithuania,Europa,Northern Hemisphere,1979,5.451162301,,0.084166667,8.6443,Northern,
Lithuania,Europa,Northern Hemisphere,1980,6.679627168,,0.1675,8.9258,Northern,3430320
Lithuania,Europa,Northern Hemisphere,1981,6.386030724,,0.37,8.7023,Northern,
Lithuania,Europa,Northern Hemisphere,1982,4.428092066,,0.054166667,8.8071,Northern,
Lithuania,Europa,Northern Hemisphere,1983,5.953530713,,0.246666667,8.8798,Northern,
Lithuania,Europa,Northern Hemisphere,1984,5.29385962,,0.038333333,8.902,Northern,
Lithuania,Europa,Northern Hemisphere,1985,5.984868464,,-0.003333333,9.5263,Northern,3475550
Lithuania,Europa,Northern Hemisphere,1986,6.046052594,,0.133333333,9.4835,Northern,
Lithuania,Europa,Northern Hemisphere,1987,5.708925385,,0.246666667,9.3788,Northern,
Lithuania,Europa,Northern Hemisphere,1988,5.31907896,,0.370833333,9.556,Northern,
Lithuania,Europa,Northern Hemisphere,1989,5.834451751,,0.2675,9.2963,Northern,
Lithuania,Europa,Northern Hemisphere,1990,6.604671052,45130000,0.528333333,9.6784,Northern,3695040
Lithuania,Europa,Northern Hemisphere,1991,4.944693001,46890000,0.409166667,10.2372,Northern,
Lithuania,Europa,Northern Hemisphere,1992,5.165043881,32100000,0.133333333,5.7484,Northern,
Lithuania,Europa,Northern Hemisphere,1993,5.917390347,26240000,0.189166667,4.4537,Northern,
Lithuania,Europa,Northern Hemisphere,1994,5.708530727,24160000,0.371666667,4.3266,Northern,
Lithuania,Europa,Northern Hemisphere,1995,5.679276316,22560000,0.5775,4.1594,Northern,3629500
Lithuania,Europa,Northern Hemisphere,1996,4.264473708,23350000,0.264166667,4.3726,Northern,
Lithuania,Europa,Northern Hemisphere,1997,5.442500002,23200000,0.5175,4.2409,Northern,
Lithuania,Europa,Northern Hemisphere,1998,6.411842158,24050000,0.705,4.5117,Northern,
Lithuania,Europa,Northern Hemisphere,1999,5.27048244,21320000,0.478333333,3.8187,Northern,
Lithuania,Europa,Northern Hemisphere,2000,5.38254389,19590000,0.496666667,3.3908,Northern,3665590
Lithuania,Europa,Northern Hemisphere,2001,6.176929775,20090000,0.638333333,3.6335,Northern,
Lithuania,Europa,Northern Hemisphere,2002,5.081798202,19760000,0.7125,3.6838,Northern,
Lithuania,Europa,Northern Hemisphere,2003,5.048771934,20080000,0.746666667,3.7137,Northern,
Lithuania,Europa,Northern Hemisphere,2004,5.795570198,21200000,0.659166667,3.9254,Northern,
Lithuania,Europa,Northern Hemisphere,2005,5.293135957,21940000,0.854166667,4.2135,Northern,3415750
Lithuania,Europa,Northern Hemisphere,2006,4.934934164,22280000,0.815833333,4.3617,Northern,
Lithuania,Europa,Northern Hemisphere,2007,6.364934256,23080000,0.851666667,4.8475,Northern,
Lithuania,Europa,Northern Hemisphere,2008,5.518179856,22710000,0.6825,4.7245,Northern,
Lithuania,Europa,Northern Hemisphere,2009,5.773596475,19180000,0.725833333,4.1117,Northern,
Lithuania,Europa,Northern Hemisphere,2010,6.736820183,20280000,0.899166667,4.4582,Northern,3323610
Lithuania,Europa,Northern Hemisphere,2011,5.525241237,19370000,0.741666667,4.6284,Northern,
Lithuania,Europa,Northern Hemisphere,2012,6.607785099,19870000,0.814166667,4.7055,Northern,
Lithuania,Europa,Northern Hemisphere,2013,5.346184203,19040000,0.800833333,4.4335,Northern,
Lithuania,Europa,Northern Hemisphere,2014,4.977785073,18590000,0.919166667,4.4043,Northern,
Norway,Europa,Northern Hemisphere,1970,5.543067965,,-0.038333333,7.2184,Northern,3877090
Norway,Europa,Northern Hemisphere,1971,6.984841264,,-0.153333333,6.9563,Northern,
Norway,Europa,Northern Hemisphere,1972,6.465969737,,-0.173333333,7.4726,Northern,
Norway,Europa,Northern Hemisphere,1973,7.245751524,,0.096666667,7.6985,Northern,
Norway,Europa,Northern Hemisphere,1974,6.07759177,,-0.176666667,6.9512,Northern,
Norway,Europa,Northern Hemisphere,1975,7.400141378,,-0.053333333,7.6436,Northern,4007080
Norway,Europa,Northern Hemisphere,1976,5.812214787,,-0.205,8.2898,Northern,
Norway,Europa,Northern Hemisphere,1977,5.698025801,,0.118333333,8.254,Northern,
Norway,Europa,Northern Hemisphere,1978,6.014853669,,0.02,8.0591,Northern,
Norway,Europa,Northern Hemisphere,1979,6.192023809,,0.084166667,8.5291,Northern,
Norway,Europa,Northern Hemisphere,1980,5.744990077,,0.1675,7.8065,Northern,4084890
Norway,Europa,Northern Hemisphere,1981,6.235825885,,0.37,7.7928,Northern,
Norway,Europa,Northern Hemisphere,1982,6.535000004,,0.054166667,7.5548,Northern,
Norway,Europa,Northern Hemisphere,1983,7.662487592,,0.246666667,7.7874,Northern,
Norway,Europa,Northern Hemisphere,1984,5.897824894,,0.038333333,8.2186,Northern,
Norway,Europa,Northern Hemisphere,1985,6.51312252,,-0.003333333,7.8242,Northern,4013040
Norway,Europa,Northern Hemisphere,1986,6.191669148,,0.133333333,8.4017,Northern,
Norway,Europa,Northern Hemisphere,1987,6.001542633,,0.246666667,7.9909,Northern,
Norway,Europa,Northern Hemisphere,1988,6.696401291,,0.370833333,8.5305,Northern,
Norway,Europa,Northern Hemisphere,1989,7.586054053,,0.2675,8.1497,Northern,
Norway,Europa,Northern Hemisphere,1990,7.520456342,45990000,0.528333333,8.3162,Northern,4241520
Norway,Europa,Northern Hemisphere,1991,6.634727169,43430000,0.409166667,7.9205,Northern,
Norway,Europa,Northern Hemisphere,1992,7.188246516,43980000,0.133333333,8.0916,Northern,
Norway,Europa,Northern Hemisphere,1993,6.517951392,45760000,0.189166667,8.3915,Northern,
Norway,Europa,Northern Hemisphere,1994,6.36790179,47320000,0.371666667,8.773,Northern,
Norway,Europa,Northern Hemisphere,1995,6.743129957,46650000,0.5775,8.8636,Northern,4359560
Norway,Europa,Northern Hemisphere,1996,5.560312497,47560000,0.264166667,9.5216,Northern,
Norway,Europa,Northern Hemisphere,1997,6.710208322,49120000,0.5175,9.4949,Northern,
Norway,Europa,Northern Hemisphere,1998,6.392197414,50760000,0.705,9.4931,Northern,
Norway,Europa,Northern Hemisphere,1999,6.93636163,52640000,0.478333333,9.6053,Northern,
Norway,Europa,Northern Hemisphere,2000,7.38205853,47300000,0.496666667,9.4499,Northern,4490470
Norway,Europa,Northern Hemisphere,2001,6.668968264,47920000,0.638333333,9.6982,Northern,
Norway,Europa,Northern Hemisphere,2002,5.866904748,47390000,0.7125,9.4557,Northern,
Norway,Europa,Northern Hemisphere,2003,6.453172128,49360000,0.746666667,9.6947,Northern,
Norway,Europa,Northern Hemisphere,2004,6.732135407,49840000,0.659166667,9.7043,Northern,
Norway,Europa,Northern Hemisphere,2005,6.916810533,48570000,0.854166667,9.4818,Northern,4622840
Norway,Europa,Northern Hemisphere,2006,6.670376989,49020000,0.815833333,9.5196,Northern,
Norway,Europa,Northern Hemisphere,2007,7.219513882,49570000,0.851666667,9.796,Northern,
Norway,Europa,Northern Hemisphere,2008,6.657876984,48120000,0.6825,9.5111,Northern,
Norway,Europa,Northern Hemisphere,2009,6.150362098,47550000,0.725833333,9.0929,Northern,
Norway,Europa,Northern Hemisphere,2010,5.410957332,50260000,0.899166667,9.4623,Northern,4883110
Norway,Europa,Northern Hemisphere,2011,7.781207829,48820000,0.741666667,9.1977,Northern,
Norway,Europa,Northern Hemisphere,2012,6.752219752,47950000,0.814166667,8.983,Northern,
Norway,Europa,Northern Hemisphere,2013,6.734079856,47120000,0.800833333,8.8557,Northern,
Norway,Europa,Northern Hemisphere,2014,6.315944939,47010000,0.919166667,8.7348,Northern,
Sweden,Europa,Northern Hemisphere,1970,5.011267518,,-0.038333333,11.4572,Northern,8042650
Sweden,Europa,Northern Hemisphere,1971,4.730614881,,-0.153333333,10.4386,Northern,
Sweden,Europa,Northern Hemisphere,1972,4.736998384,,-0.173333333,10.4224,Northern,
Sweden,Europa,Northern Hemisphere,1973,4.861523737,,0.096666667,10.7083,Northern,
Sweden,Europa,Northern Hemisphere,1974,5.576877015,,-0.176666667,9.7655,Northern,
Sweden,Europa,Northern Hemisphere,1975,4.482470334,,-0.053333333,9.852,Northern,8192170
Sweden,Europa,Northern Hemisphere,1976,3.999670986,,-0.205,10.7307,Northern,
Sweden,Europa,Northern Hemisphere,1977,5.529107342,,0.118333333,10.392,Northern,
Sweden,Europa,Northern Hemisphere,1978,4.750088998,,0.02,9.6017,Northern,
Sweden,Europa,Northern Hemisphere,1979,5.566510248,,0.084166667,10.2252,Northern,
Sweden,Europa,Northern Hemisphere,1980,4.889832801,,0.1675,8.6233,Northern,8310550
Sweden,Europa,Northern Hemisphere,1981,5.674765379,,0.37,8.3345,Northern,
Sweden,Europa,Northern Hemisphere,1982,4.814991902,,0.054166667,7.4744,Northern,
Sweden,Europa,Northern Hemisphere,1983,5.386833876,,0.246666667,6.993,Northern,
Sweden,Europa,Northern Hemisphere,1984,5.397111666,,0.038333333,6.8712,Northern,
Sweden,Europa,Northern Hemisphere,1985,5.940687688,,-0.003333333,7.462,Northern,8041570
Sweden,Europa,Northern Hemisphere,1986,5.244360824,,0.133333333,7.3954,Northern,
Sweden,Europa,Northern Hemisphere,1987,5.653201171,,0.246666667,7.0888,Northern,
Sweden,Europa,Northern Hemisphere,1988,5.515943894,,0.370833333,6.7841,Northern,
Sweden,Europa,Northern Hemisphere,1989,4.949870555,,0.2675,6.5211,Northern,
Sweden,Europa,Northern Hemisphere,1990,5.620021585,68460000,0.528333333,6.6939,Northern,8559120
Sweden,Europa,Northern Hemisphere,1991,5.027456845,69090000,0.409166667,6.6906,Northern,
Sweden,Europa,Northern Hemisphere,1992,5.591521041,71680000,0.133333333,6.6137,Northern,
Sweden,Europa,Northern Hemisphere,1993,5.70471683,71580000,0.189166667,6.5731,Northern,
Sweden,Europa,Northern Hemisphere,1994,4.656116522,73430000,0.371666667,6.8143,Northern,
Sweden,Europa,Northern Hemisphere,1995,5.184665582,72910000,0.5775,6.7184,Northern,8827610
Sweden,Europa,Northern Hemisphere,1996,4.689377023,78480000,0.264166667,7.1454,Northern,
Sweden,Europa,Northern Hemisphere,1997,4.823346816,72260000,0.5175,6.5637,Northern,
Sweden,Europa,Northern Hemisphere,1998,6.445113269,72970000,0.705,6.6168,Northern,
Sweden,Europa,Northern Hemisphere,1999,5.557896434,71650000,0.478333333,6.2909,Northern,
Sweden,Europa,Northern Hemisphere,2000,6.768764828,67390000,0.496666667,6.157,Northern,8859860
Sweden,Europa,Northern Hemisphere,2001,5.700471964,66360000,0.638333333,6.2507,Northern,
Sweden,Europa,Northern Hemisphere,2002,4.674714126,67610000,0.7125,6.3417,Northern,
Sweden,Europa,Northern Hemisphere,2003,4.809606256,68610000,0.746666667,6.3856,Northern,
Sweden,Europa,Northern Hemisphere,2004,5.341256731,67110000,0.659166667,6.2816,Northern,
Sweden,Europa,Northern Hemisphere,2005,5.288198493,63670000,0.854166667,5.9581,Northern,9029770
Sweden,Europa,Northern Hemisphere,2006,5.708179606,61040000,0.815833333,5.9008,Northern,
Sweden,Europa,Northern Hemisphere,2007,5.356456311,58980000,0.851666667,5.7777,Northern,
Sweden,Europa,Northern Hemisphere,2008,5.684379732,56830000,0.6825,5.506,Northern,
Sweden,Europa,Northern Hemisphere,2009,5.392327404,53710000,0.725833333,5.0715,Northern,
Sweden,Europa,Northern Hemisphere,2010,5.297316602,59360000,0.899166667,5.6487,Northern,9379680
Sweden,Europa,Northern Hemisphere,2011,6.105765921,55280000,0.741666667,5.1937,Northern,
Sweden,Europa,Northern Hemisphere,2012,5.957114342,51760000,0.814166667,4.8929,Northern,
Sweden,Europa,Northern Hemisphere,2013,4.807141326,49980000,0.800833333,4.6877,Northern,
Sweden,Europa,Northern Hemisphere,2014,5.037130529,49720000,0.919166667,4.4714,Northern,
United Kingdom,Europa,Northern Hemisphere,1970,8.182635923,,-0.038333333,11.7426,Northern,55645880
United Kingdom,Europa,Northern Hemisphere,1971,7.083173737,,-0.153333333,11.8458,Northern,
United Kingdom,Europa,Northern Hemisphere,1972,7.32802599,,-0.173333333,11.5942,Northern,
United Kingdom,Europa,Northern Hemisphere,1973,6.741258865,,0.096666667,11.7768,Northern,
United Kingdom,Europa,Northern Hemisphere,1974,8.328581573,,-0.176666667,11.0031,Northern,
United Kingdom,Europa,Northern Hemisphere,1975,6.827771862,,-0.053333333,10.7431,Northern,56234550
United Kingdom,Europa,Northern Hemisphere,1976,7.204420793,,-0.205,10.6521,Northern,
United Kingdom,Europa,Northern Hemisphere,1977,8.039751792,,0.118333333,10.7531,Northern,
United Kingdom,Europa,Northern Hemisphere,1978,7.775260048,,0.02,10.7589,Northern,
United Kingdom,Europa,Northern Hemisphere,1979,8.415992904,,0.084166667,11.4672,Northern,
United Kingdom,Europa,Northern Hemisphere,1980,8.363646585,,0.1675,10.3015,Northern,56302830
United Kingdom,Europa,Northern Hemisphere,1981,8.389237614,,0.37,9.9706,Northern,
United Kingdom,Europa,Northern Hemisphere,1982,8.682452687,,0.054166667,9.748,Northern,
United Kingdom,Europa,Northern Hemisphere,1983,7.845756517,,0.246666667,9.6929,Northern,
United Kingdom,Europa,Northern Hemisphere,1984,7.896022458,,0.038333333,9.3925,Northern,
United Kingdom,Europa,Northern Hemisphere,1985,8.01174944,,-0.003333333,9.9201,Northern,54738870
United Kingdom,Europa,Northern Hemisphere,1986,8.589722214,,0.133333333,10.0589,Northern,
United Kingdom,Europa,Northern Hemisphere,1987,7.912104018,,0.246666667,10.0898,Northern,
United Kingdom,Europa,Northern Hemisphere,1988,8.327015376,,0.370833333,10.0381,Northern,
United Kingdom,Europa,Northern Hemisphere,1989,7.570697401,,0.2675,10.2077,Northern,
United Kingdom,Europa,Northern Hemisphere,1990,8.429367672,770750000,0.528333333,10.51,Northern,57214650
United Kingdom,Europa,Northern Hemisphere,1991,7.234881788,784430000,0.409166667,10.6226,Northern,
United Kingdom,Europa,Northern Hemisphere,1992,8.498900689,761490000,0.133333333,10.3243,Northern,
United Kingdom,Europa,Northern Hemisphere,1993,8.034716319,744350000,0.189166667,10.0489,Northern,
United Kingdom,Europa,Northern Hemisphere,1994,8.40941487,734310000,0.371666667,9.9563,Northern,
United Kingdom,Europa,Northern Hemisphere,1995,7.358971633,724520000,0.5775,9.784,Northern,57997190
United Kingdom,Europa,Northern Hemisphere,1996,6.527115822,745550000,0.264166667,10.1258,Northern,
United Kingdom,Europa,Northern Hemisphere,1997,7.364367602,722770000,0.5175,9.6482,Northern,
United Kingdom,Europa,Northern Hemisphere,1998,8.46029553,718660000,0.705,9.7046,Northern,
United Kingdom,Europa,Northern Hemisphere,1999,8.66711582,691900000,0.478333333,9.5537,Northern,
United Kingdom,Europa,Northern Hemisphere,2000,9.182949178,692210000,0.496666667,9.6312,Northern,58874110
United Kingdom,Europa,Northern Hemisphere,2001,7.189615869,699920000,0.638333333,9.7455,Northern,
United Kingdom,Europa,Northern Hemisphere,2002,8.489007077,681010000,0.7125,9.4444,Northern,
United Kingdom,Europa,Northern Hemisphere,2003,6.417204514,688620000,0.746666667,9.5997,Northern,
United Kingdom,Europa,Northern Hemisphere,2004,8.252039015,683560000,0.659166667,9.5739,Northern,
United Kingdom,Europa,Northern Hemisphere,2005,7.737257675,677020000,0.854166667,9.4534,Northern,60202730
United Kingdom,Europa,Northern Hemisphere,2006,8.337405411,673580000,0.815833333,9.3311,Northern,
United Kingdom,Europa,Northern Hemisphere,2007,8.660354621,656960000,0.851666667,9.1001,Northern,
United Kingdom,Europa,Northern Hemisphere,2008,9.32381798,636270000,0.6825,8.7668,Northern,
United Kingdom,Europa,Northern Hemisphere,2009,8.554775414,580820000,0.725833333,7.8673,Northern,
United Kingdom,Europa,Northern Hemisphere,2010,6.978776589,593660000,0.899166667,8.0685,Northern,62035570
United Kingdom,Europa,Northern Hemisphere,2011,8.294462141,550710000,0.741666667,7.3382,Northern,
United Kingdom,Europa,Northern Hemisphere,2012,9.398014187,572040000,0.814166667,7.5598,Northern,
United Kingdom,Europa,Northern Hemisphere,2013,7.784178506,553940000,0.800833333,7.3541,Northern,
United Kingdom,Europa,Northern Hemisphere,2014,9.137653686,513750000,0.919166667,6.7111,Northern,
Albania,Europa,Northern Hemisphere,1970,12.61923587,,-0.038333333,1.7394,Southern,2135480
Albania,Europa,Northern Hemisphere,1971,11.0023611,,-0.153333333,1.9749,Southern,
Albania,Europa,Northern Hemisphere,1972,11.11798624,,-0.173333333,2.5017,Southern,
Albania,Europa,Northern Hemisphere,1973,11.23756945,,0.096666667,2.2925,Southern,
Albania,Europa,Northern Hemisphere,1974,11.94541649,,-0.176666667,1.8407,Southern,
Albania,Europa,Northern Hemisphere,1975,8.061111112,,-0.053333333,1.9036,Southern,2400390
Albania,Europa,Northern Hemisphere,1976,11.93791668,,-0.205,2.0067,Southern,
Albania,Europa,Northern Hemisphere,1977,8.864236236,,0.118333333,2.2694,Southern,
Albania,Europa,Northern Hemisphere,1978,11.41263874,,0.02,2.5221,Southern,
Albania,Europa,Northern Hemisphere,1979,13.68229179,,0.084166667,2.8852,Southern,
Albania,Europa,Northern Hemisphere,1980,11.59284735,,0.1675,1.9258,Southern,2670990
Albania,Europa,Northern Hemisphere,1981,10.48993067,,0.37,2.68,Southern,
Albania,Europa,Northern Hemisphere,1982,9.373333255,,0.054166667,2.6171,Southern,
Albania,Europa,Northern Hemisphere,1983,8.999097188,,0.246666667,2.6802,Southern,
Albania,Europa,Northern Hemisphere,1984,9.828750034,,0.038333333,2.6924,Southern,
Albania,Europa,Northern Hemisphere,1985,10.83409731,,-0.003333333,2.6515,Southern,2935990
Albania,Europa,Northern Hemisphere,1986,9.384097258,,0.133333333,2.6443,Southern,
Albania,Europa,Northern Hemisphere,1987,10.02673608,,0.246666667,2.3802,Southern,
Albania,Europa,Northern Hemisphere,1988,9.247500042,,0.370833333,2.287,Southern,
Albania,Europa,Northern Hemisphere,1989,8.558819453,,0.2675,2.7554,Southern,
Albania,Europa,Northern Hemisphere,1990,9.166041573,11330000,0.528333333,1.6569,Southern,3289170
Albania,Europa,Northern Hemisphere,1991,9.249444366,8930000,0.409166667,1.2889,Southern,
Albania,Europa,Northern Hemisphere,1992,8.783194641,6850000,0.133333333,0.7687,Southern,
Albania,Europa,Northern Hemisphere,1993,8.641805549,6850000,0.189166667,0.7247,Southern,
Albania,Europa,Northern Hemisphere,1994,9.131736199,7630000,0.371666667,0.6078,Southern,
Albania,Europa,Northern Hemisphere,1995,11.32618054,7370000,0.5775,0.6638,Southern,3141990
Albania,Europa,Northern Hemisphere,1996,11.29736098,7190000,0.264166667,0.6432,Southern,
Albania,Europa,Northern Hemisphere,1997,8.22659721,6400000,0.5175,0.4941,Southern,
Albania,Europa,Northern Hemisphere,1998,10.45645821,6710000,0.705,0.5607,Southern,
Albania,Europa,Northern Hemisphere,1999,10.78965267,7870000,0.478333333,0.9528,Southern,
Albania,Europa,Northern Hemisphere,2000,9.730555455,8240000,0.496666667,0.9601,Southern,3071860
Albania,Europa,Northern Hemisphere,2001,9.072013895,8170000,0.638333333,1.0291,Southern,
Albania,Europa,Northern Hemisphere,2002,10.61090275,8870000,0.7125,1.199,Southern,
Albania,Europa,Northern Hemisphere,2003,10.53194439,9220000,0.746666667,1.3572,Southern,
Albania,Europa,Northern Hemisphere,2004,11.56909736,9300000,0.659166667,1.3217,Southern,
Albania,Europa,Northern Hemisphere,2005,11.32833342,9070000,0.854166667,1.3603,Southern,3141800
Albania,Europa,Northern Hemisphere,2006,10.05333344,9000000,0.815833333,1.2548,Southern,
Albania,Europa,Northern Hemisphere,2007,9.491111159,9040000,0.851666667,1.262,Southern,
Albania,Europa,Northern Hemisphere,2008,9.358541608,8770000,0.6825,1.4228,Southern,
Albania,Europa,Northern Hemisphere,2009,13.10930566,8880000,0.725833333,1.4308,Southern,
Albania,Europa,Northern Hemisphere,2010,14.05090284,9100000,0.899166667,1.5088,Southern,3204280
Albania,Europa,Northern Hemisphere,2011,7.497638861,9580000,0.741666667,1.7178,Southern,
Albania,Europa,Northern Hemisphere,2012,10.59972219,9250000,0.814166667,1.6018,Southern,
Albania,Europa,Northern Hemisphere,2013,10.43812513,9400000,0.800833333,1.6971,Southern,
Albania,Europa,Northern Hemisphere,2014,10.60048608,9910000,0.919166667,1.9406,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1970,10.90177087,,-0.038333333,2.8311,Southern,3563450
Bosnia and Herzegovina,Europa,Northern Hemisphere,1971,8.273194412,,-0.153333333,3.0152,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1972,9.89291656,,-0.173333333,2.7923,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1973,8.596076349,,0.096666667,3.296,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1974,10.58625005,,-0.176666667,3.2724,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1975,8.948819379,,-0.053333333,3.3776,Southern,3746800
Bosnia and Herzegovina,Europa,Northern Hemisphere,1976,10.73524296,,-0.205,3.4511,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1977,10.04840281,,0.118333333,3.3245,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1978,10.59232642,,0.02,3.6812,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1979,10.54013896,,0.084166667,3.9666,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1980,10.5920833,,0.1675,3.8617,Southern,3913490
Bosnia and Herzegovina,Europa,Northern Hemisphere,1981,10.12888883,,0.37,4.1604,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1982,8.642534713,,0.054166667,3.7834,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1983,7.850590309,,0.246666667,4.0337,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1984,10.65930553,,0.038333333,4.2121,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1985,8.970347285,,-0.003333333,4.2559,Southern,4087100
Bosnia and Herzegovina,Europa,Northern Hemisphere,1986,9.379722277,,0.133333333,4.4007,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1987,9.56475691,,0.246666667,4.2544,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1988,8.452777763,,0.370833333,4.3607,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1989,8.503194491,,0.2675,4.3489,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1990,7.556180636,30170000,0.528333333,4.3495,Southern,4307590
Bosnia and Herzegovina,Europa,Northern Hemisphere,1991,10.03763886,27560000,0.409166667,3.1435,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1992,8.319826345,20060000,0.133333333,3.5495,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1993,8.775138855,16570000,0.189166667,3.084,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1994,8.497187495,6330000,0.371666667,0.814,Southern,
Bosnia and Herzegovina,Europa,Northern Hemisphere,1995,10.24614592,6220000,0.5775,0.8887,Southern,3332810
Bosnia and Herzegovina,Europa,Northern Hemisphere,1996,10.91878472,7270000,0.264166667,1.1259,Southern,
